source,property_id,title,compound,area,developer,property_type,bedrooms,bathrooms,size_sqm,finishing,ready_by,min_price,currency,min_down_payment,installment_percentage,installment_type,listing_type,location,latitude,longitude,url,photo_url
propertyfinder,14afd99b-b75b-4393-a3ac-2662afa33cde,More Residences,More Residences,"Cairo,New Cairo City,The 1st Settlement,MORE Residences",Landmark Developments,apartment,"1, 2, 3",,,,2029-12-31T10:52:39.548Z,9880806,EGP,5.0,,,buy,"Cairo,New Cairo City,The 1st Settlement,MORE Residences",30.079077,31.484093,https://www.propertyfinder.eg/en/new-projects/landmark-developments/more-residences,https://new-projects-media.propertyfinder.com/project/14afd99b-b75b-4393-a3ac-2662afa33cde/gallery/image/OUWy2kvLBNOzSiv35-R-egR1aMlpSRNZyOmyadbWT8c=/medium.webp
propertyfinder,bc02f26b-7c2f-4d1e-9583-bab456aef9b9,Najm,Najm,"Cairo,New Cairo City,The 6th Settlement,Najm",Royal Developments,"apartment, penthouse","1, 2, 3",,,,2029-12-31T09:32:50.224Z,2150400,EGP,0.0,,,buy,"Cairo,New Cairo City,The 6th Settlement,Najm",29.9368740683,31.563978229,https://www.propertyfinder.eg/en/new-projects/royal-developments/najm,https://new-projects-media.propertyfinder.com/project/bc02f26b-7c2f-4d1e-9583-bab456aef9b9/gallery/image/Fcui0IogRqZqYRn0LlaQIK_FrTAHDRaZnYZFntJMK-k=/medium.webp
propertyfinder,adb20f58-8c92-4df0-867d-a3afad879c39,Samaya Residence,Samaya Residence,"Giza,6 October City,Hadayek October,Samaya Residences",Nilestone Urban Development,,,,,,2028-01-31T09:49:54.746Z,1035000,EGP,10.0,,,buy,"Giza,6 October City,Hadayek October,Samaya Residences",29.9239483132,31.0673578477,https://www.propertyfinder.eg/en/new-projects/nilestone-urban-development/samaya-residence,https://new-projects-media.propertyfinder.com/project/adb20f58-8c92-4df0-867d-a3afad879c39/gallery/image/CkhkJew3Lpk4OzynOhTzdXiYBRCt-41Fr58bKn8sOlY=/medium.webp
propertyfinder,84721832-93ad-4bab-90ed-6de764619c69,Hyatt Regency Residences,Hyatt Regency Residences,"Giza,Sheikh Zayed City",ADD Properties,,,,,,2027-12-31T20:00:00Z,13000000,EGP,10.0,,,buy,"Giza,Sheikh Zayed City",30.04056643,30.99054337,https://www.propertyfinder.eg/en/new-projects/add-properties/hyatt-regency-residences,https://new-projects-media.propertyfinder.com/project/84721832-93ad-4bab-90ed-6de764619c69/gallery/image/4jgssSi8dwEZ3s8zGplV0RO9iMCoGQ2lIfQs_4AJ0DU=/medium.webp
propertyfinder,94762cde-7864-4795-8d54-4c7d5b8ca48c,The Red Residences,The Red Residences,"Cairo,New Cairo City",Al - Borouj Misr Developments Group (ABM),apartment,"0, 1, 2",,,,2028-10-31T16:35:04.433Z,6020000,EGP,10.0,,,buy,"Cairo,New Cairo City",30.04074712,31.47093773,https://www.propertyfinder.eg/en/new-projects/al-borouj-misr-developments-group-abm/the-red-residences,https://new-projects-media.propertyfinder.com/project/94762cde-7864-4795-8d54-4c7d5b8ca48c/gallery/image/21-hWQvMip-I1NZXDDOAHLr2LNIcQfLNzeyko0NXE7I=/medium.webp
propertyfinder,d1ce08dd-ed33-4070-b50f-441549d2a197,Green Square,Green Square,"Cairo,Mostakbal City - Future City,Mostakbal City Compounds,Green Square",Al Ahly Sabbour Developments,,,,,,2025-12-31T10:51:50.215Z,19500000,EGP,10.0,,,buy,"Cairo,Mostakbal City - Future City,Mostakbal City Compounds,Green Square",30.046467,31.63002,https://www.propertyfinder.eg/en/new-projects/al-ahly-sabbour-developments/green-square,https://new-projects-media.propertyfinder.com/project/d1ce08dd-ed33-4070-b50f-441549d2a197/gallery/image/1T14tJAfkyWDz1TS6DHtceYsqJ01L-InqD1lHUTK9-o=/medium.webp
propertyfinder,2e7d8143-53ce-4ed2-971c-d4c884c0bf43,Tesla Residence,Tesla Residence,"Giza,6 October City,Al Wahat Road,Tesla Residence",Tesla,apartment,"2, 3, 4",,,,2028-10-31T09:42:25.85Z,2528400,EGP,10.0,,,buy,"Giza,6 October City,Al Wahat Road,Tesla Residence",29.9517890669,30.9561282673,https://www.propertyfinder.eg/en/new-projects/tesla/tesla-residence,https://new-projects-media.propertyfinder.com/project/2e7d8143-53ce-4ed2-971c-d4c884c0bf43/gallery/image/oY-onOGMZJGp-sBcRjtMSWtgIeVuKzS2izEyhaFT19g=/medium.webp
propertyfinder,f5a8bbc3-54f8-4297-9cb3-6fba438178ad,Jirian,Jirian,"Giza,Sheikh Zayed City,New Zayed City,Jirian",Nations Of Sky,"villa, townhouse","2, 3, 4, 5",,,,2029-10-31T11:54:15.834Z,14300000,EGP,5.0,,,buy,"Giza,Sheikh Zayed City,New Zayed City,Jirian",30.06557564792,30.84042120426,https://www.propertyfinder.eg/en/new-projects/nations-of-sky/jirian,https://new-projects-media.propertyfinder.com/project/f5a8bbc3-54f8-4297-9cb3-6fba438178ad/gallery/image/H0LXPozmChsaG7J4FfQDf63t2e9xD03YnUzhUBfzhw4=/medium.webp
propertyfinder,f5adf4e0-499e-43c6-8722-9e5ad05a037d,Seasons Residence,Seasons Residence,"Cairo,New Cairo City,Ext North Inves Area,Seasons Residence",Hassan Allam Holding,,,,,,2026-12-31T09:56:37.57Z,0,EGP,5.0,,,buy,"Cairo,New Cairo City,Ext North Inves Area,Seasons Residence",30.0509,31.499969,https://www.propertyfinder.eg/en/new-projects/hassan-allam-holding/seasons-residence,https://new-projects-media.propertyfinder.com/project/f5adf4e0-499e-43c6-8722-9e5ad05a037d/gallery/image/a-r_TYGhMfwlJvYEzIFFPS98zDQQ-GWaX9n3QXpYNxs=/medium.webp
propertyfinder,0760c4c4-a8d8-4fcb-942e-f092a0d38ea1,Solin,Solin,"Giza,6 October City,Hadayek October",Levels Developments,,,,,,2028-12-31T13:22:27.951Z,1858500,EGP,5.0,,,buy,"Giza,6 October City,Hadayek October",29.93411009,31.07871294,https://www.propertyfinder.eg/en/new-projects/levels-developments/solin,https://new-projects-media.propertyfinder.com/project/0760c4c4-a8d8-4fcb-942e-f092a0d38ea1/gallery/image/05u25iJmqy35jGW872shyMLuC4Px8k_gTq2O3gK7uZQ=/medium.webp
propertyfinder,42f7c31a-d149-4d65-aadd-105cc81f9315,Eden Park,Eden Park,"Giza,Sheikh Zayed City,New Zayed City",Buildex Developments,villa,4,,,,2028-10-30T23:15:00Z,10920000,EGP,0.0,,,buy,"Giza,Sheikh Zayed City,New Zayed City",30.112012,30.74764,https://www.propertyfinder.eg/en/new-projects/buildex-developments/eden-park,https://new-projects-media.propertyfinder.com/project/42f7c31a-d149-4d65-aadd-105cc81f9315/gallery/image/hJ7PV9LSjfl0Nn9SMbCw0022WDKRymoVKDzpQ0USpQI=/medium.webp
propertyfinder,59ded867-503d-4367-98ed-d589a72503da,Hyde Park Signature,Hyde Park Signature,"Giza,6 October City",Hyde Park Developments,"townhouse, villa",3,,,,2029-09-30T11:36:54.223Z,5500000,EGP,5.0,,,buy,"Giza,6 October City",29.95790912,30.91575801,https://www.propertyfinder.eg/en/new-projects/hyde-park-developments/hyde-park-signature,https://new-projects-media.propertyfinder.com/project/59ded867-503d-4367-98ed-d589a72503da/gallery/image/eJQzQvE6ZqnhwVRgxtxa7XsKB4vBSPGQP6OUGvNZFmU=/medium.webp
propertyfinder,5e46b0d9-dbb5-4db2-8b58-ed4b6be547a2,Rajj,Rajj,"Cairo,New Cairo City",Awj Developments,apartment,"2, 3",,,,2028-12-31T10:32:37.752Z,2001000,EGP,15.0,,,buy,"Cairo,New Cairo City",30.04074712,31.47093773,https://www.propertyfinder.eg/en/new-projects/awj-developments/rajj,https://new-projects-media.propertyfinder.com/project/5e46b0d9-dbb5-4db2-8b58-ed4b6be547a2/gallery/image/9Q3M0w30Jj2_Lg73T-ca27_eY8RjOKNuOu7TbmyO7nM=/medium.webp
propertyfinder,7488b6d7-ad04-4dc3-b875-38b83c50bd85,Tierra,Tierra,"Cairo,New Cairo City,The 6th Settlement",Saudi Egyptian Developers (SED),"villa, apartment, townhouse","1, 2, 3",,,,2029-12-31T13:34:10.016Z,3972960,EGP,5.0,,,buy,"Cairo,New Cairo City,The 6th Settlement",29.966757,31.569404,https://www.propertyfinder.eg/en/new-projects/saudi-egyptian-developers-sed/tierra,https://new-projects-media.propertyfinder.com/project/7488b6d7-ad04-4dc3-b875-38b83c50bd85/gallery/image/eDQdxLZ775WMbiutSfPsjmQ9hBk6N7l4TJJ0ESPreQw=/medium.webp
propertyfinder,a439727a-4915-46dd-960f-8a1f195c833d,Somow,Somow,"Giza,Sheikh Zayed City,New Zayed City",Somow Developments,townhouse,"3, 4",,,,2028-10-31T12:41:46.923Z,5625000,EGP,10.0,,,buy,"Giza,Sheikh Zayed City,New Zayed City",30.112012,30.74764,https://www.propertyfinder.eg/en/new-projects/somow-developments/somown,https://new-projects-media.propertyfinder.com/project/a439727a-4915-46dd-960f-8a1f195c833d/gallery/image/-4AwqLmf475AVxj8KvDncDLvSzVYZveoOP_bMkv-3pU=/medium.webp
propertyfinder,adaea6bc-2e71-4c76-8878-ce3dd4025f0f,Ogma,Ogma,"North Coast,Ras Al Hekma,Azha North",Madaar,"penthouse, apartment","1, 2, 3",,,,2029-10-01T14:17:19.885Z,12075140,EGP,0.0,,,buy,"North Coast,Ras Al Hekma,Azha North",31.093267,27.924696,https://www.propertyfinder.eg/en/new-projects/madaar/ogma,https://new-projects-media.propertyfinder.com/project/adaea6bc-2e71-4c76-8878-ce3dd4025f0f/gallery/image/nIb_-1op90pbicZVwqJ2FaEhQt3GLWpQa-3hrdfwtvo=/medium.webp
propertyfinder,adab060f-2c9a-4d0b-8ad0-d9f3fa5812d6,Pyramids City 5,Pyramids City 5,"Giza,6 October City",Pyramids  Developments,apartment,"2, 3",,,,2028-10-31T11:28:54.391Z,8078625,EGP,5.0,,,buy,"Giza,6 October City",29.95790912,30.91575801,https://www.propertyfinder.eg/en/new-projects/pyramids-developments/pyramids-city-5,https://new-projects-media.propertyfinder.com/project/adab060f-2c9a-4d0b-8ad0-d9f3fa5812d6/gallery/image/9SBGRgHolYjDg3eEUVkGc1TqWQQHxc9jblpEIc4HTPs=/medium.webp
propertyfinder,263d7538-8ec0-4185-bdc9-4298eacd32ec,Jaen,Jaen,"Giza,Sheikh Zayed City,New Zayed City",Vivienda Developments,"townhouse, villa",3,,,,2029-04-30T12:43:53.273Z,8750000,EGP,0.0,,,buy,"Giza,Sheikh Zayed City,New Zayed City",30.112012,30.74764,https://www.propertyfinder.eg/en/new-projects/vivienda-developments/jean,https://new-projects-media.propertyfinder.com/project/263d7538-8ec0-4185-bdc9-4298eacd32ec/gallery/image/hKkQGM21mKUOe2WsrMEEtUmnz-n5dC1d4F_VYs-k_k4=/medium.webp
propertyfinder,16adf45b-0458-4b5a-a994-a508b3507e8c,Sun Square 2,Sun Square 2,"Giza,Sheikh Zayed City,New Zayed City",PTC Real Estate Development,villa,3,,,,2026-04-30T10:14:41.014Z,6500000,EGP,30.0,,,buy,"Giza,Sheikh Zayed City,New Zayed City",30.112012,30.74764,https://www.propertyfinder.eg/en/new-projects/ptc-real-estate-development/sun-square-2,https://new-projects-media.propertyfinder.com/project/16adf45b-0458-4b5a-a994-a508b3507e8c/gallery/image/tr0RMtGQ9cijC2ps5GjLUCbdR34gvBSq1p35JHCHG9c=/medium.webp
propertyfinder,252cc9ae-ff55-428d-99b0-264a0ea9b6b3,Canyon 8,Canyon 8,"Cairo,New Capital City,R8",Home Town Developments,"apartment, duplex, townhouse","0, 1, 2, 3, 4",,,,2029-10-31T12:34:33.671Z,2114085,EGP,5.0,,,buy,"Cairo,New Capital City,R8",29.975614,31.782954,https://www.propertyfinder.eg/en/new-projects/home-town-developments/canyon-8,https://new-projects-media.propertyfinder.com/project/252cc9ae-ff55-428d-99b0-264a0ea9b6b3/gallery/image/YYByLMB3Ff_iRM5TPu9meF3rMh9rC-F-_mgx9_4Jvsc=/medium.webp
propertyfinder,42d094e6-bfa5-4d3b-a6bd-dc0a1725291e,Kin,Kin,"Cairo,New Cairo City",Imarrae Developments,,,,,,2028-12-30T23:00:00Z,4143750,EGP,5.0,,,buy,"Cairo,New Cairo City",30.04074712,31.47093773,https://www.propertyfinder.eg/en/new-projects/imarrae-developments/kin,https://new-projects-media.propertyfinder.com/project/42d094e6-bfa5-4d3b-a6bd-dc0a1725291e/gallery/image/m5Tv0geU5WsPO1CdW1beOBHitHZ-h9l0LILGq8vryho=/medium.webp
propertyfinder,3de2a1c2-d447-460e-a628-4c77ca3cf2a1,D Mile,D Mile,"Giza,Sheikh Zayed City",District 4 Developments,apartment,"2, 3",,,,2028-12-31T07:58:24.312Z,2850850,EGP,10.0,,,buy,"Giza,Sheikh Zayed City",30.04056643,30.99054337,https://www.propertyfinder.eg/en/new-projects/district-4-developments/d-mile,https://new-projects-media.propertyfinder.com/project/3de2a1c2-d447-460e-a628-4c77ca3cf2a1/gallery/image/aqkkwH4A2mcJF-j_-uDe4n1X9vlKSUFqhUshhcVkMWE=/medium.webp
propertyfinder,7ee31ae5-6e91-49ad-8574-3597e76e6da4,Do,Do,"Cairo,New Cairo City,The 5th Settlement",One Developments,apartment,"1, 2",,,,2028-12-31T11:50:02.285Z,11013000,EGP,5.0,,,buy,"Cairo,New Cairo City,The 5th Settlement",30.04074712,31.47093773,https://www.propertyfinder.eg/en/new-projects/one-developments/do,https://new-projects-media.propertyfinder.com/project/7ee31ae5-6e91-49ad-8574-3597e76e6da4/gallery/image/MZEAZ0A-shaYwnOdHc1WeziGEIl1VNx2mbDyKOTiN5o=/medium.webp
propertyfinder,a31e688c-6a27-477f-b9f1-eca7211d1389,Park Residence,Park Residence,"Giza,6 October City,6 October Compounds,Garden Lakes",Hyde Park Developments,,,,,,2028-10-01T09:27:20.434Z,6946400,EGP,5.0,,,buy,"Giza,6 October City,6 October Compounds,Garden Lakes",29.987985,31.030085,https://www.propertyfinder.eg/en/new-projects/hyde-park-developments/park-residence,https://new-projects-media.propertyfinder.com/project/a31e688c-6a27-477f-b9f1-eca7211d1389/gallery/image/xwxxF4ohq_A7O5U56iY3-n-RsCuh9u28FX6-LVg6r64=/medium.webp
propertyfinder,d031481a-8489-46ec-8c65-04215f6f782a,Mivida Gardens,Mivida Gardens,"Cairo,Mostakbal City - Future City,Mivida Gardens",Emaar Misr,,,,,,2029-12-31T14:45:00Z,12000000,EGP,10.0,,,buy,"Cairo,Mostakbal City - Future City,Mivida Gardens",30.0520376266,31.7146524372,https://www.propertyfinder.eg/en/new-projects/emaar-misr/mivida-gardens,https://new-projects-media.propertyfinder.com/project/d031481a-8489-46ec-8c65-04215f6f782a/gallery/image/IJNjdIrQ5L040o6Bu1lBl23WyB1iAk7nytBLm89MXco=/medium.webp
propertyfinder,cfdc64bd-8cec-4e2b-a606-79e4b1aa3d72,Zayard Memora,Zayard Memora,"Giza,Sheikh Zayed City,New Zayed City",Zayard Developments,"townhouse, villa",3,,,,2029-10-31T11:29:56.71Z,6702494,EGP,10.0,,,buy,"Giza,Sheikh Zayed City,New Zayed City",30.112012,30.74764,https://www.propertyfinder.eg/en/new-projects/zayard-developments/zayard-memora,https://new-projects-media.propertyfinder.com/project/cfdc64bd-8cec-4e2b-a606-79e4b1aa3d72/gallery/image/RRXegtM1tZLAin20fvLQOaQYSfODKg8Ty4CbqaZyCUE=/medium.webp
propertyfinder,cb2faea4-f6ed-45bf-920d-89ff7705e78b,Mazeej Village,Mazeej Village,"North Coast,Qesm Marsa Matrouh,Hacienda Heneish",Palm Hills,villa,"2, 3, 4",,,,2027-12-31T09:37:42.589Z,14000000,EGP,5.0,,,buy,"North Coast,Qesm Marsa Matrouh,Hacienda Heneish",31.2022222432,27.51813629593,https://www.propertyfinder.eg/en/new-projects/palm-hills/mazeej-village,https://new-projects-media.propertyfinder.com/project/cb2faea4-f6ed-45bf-920d-89ff7705e78b/gallery/image/Gey8m2UtxG0iSUg2K_s-3mNLCtKYdXWEQm6qbw6HMvE=/medium.webp
propertyfinder,32b14388-212d-4a30-8f82-a35a910a77b0,Ramla Acacia,Ramla Acacia,"North Coast,Ras Al Hekma",MARAKEZ,"villa, apartment","3, 4, 5, 6",,,,2026-12-30T22:00:00Z,40638000,EGP,5.0,,,buy,"North Coast,Ras Al Hekma",31.108765,27.778524,https://www.propertyfinder.eg/en/new-projects/marakez/ramla-acacia,https://new-projects-media.propertyfinder.com/project/32b14388-212d-4a30-8f82-a35a910a77b0/gallery/image/F3tYybFRLciDFzIBxsNkiIPtPd_CbCfbvAzAcyXvk9I=/medium.webp
propertyfinder,25a09753-79c9-4321-9cc9-4830dfffdfa8,Jiwar,Jiwar,"Cairo,New Cairo City,The 6th Settlement,Jiwar",Concrete Developments,apartment,"1, 2, 3",,,,2029-12-31T14:58:52.28Z,2360239,EGP,5.0,,,buy,"Cairo,New Cairo City,The 6th Settlement,Jiwar",29.9384624247,31.5633080148,https://www.propertyfinder.eg/en/new-projects/concrete-developments/jiwar,https://new-projects-media.propertyfinder.com/project/25a09753-79c9-4321-9cc9-4830dfffdfa8/gallery/image/WcBegtgnTyPaA7A6WBqQuB_uxwV1dF3q5OYRAHIHfUA=/medium.webp
propertyfinder,2f625de6-512b-4f5a-84eb-627edae229c5,Stella Location North Coast,Stella Location North Coast,"North Coast,Sidi Abdel Rahman",Remco for Real Estate,"villa, townhouse, apartment, penthouse","2, 3, 4",,,,2028-12-31T14:44:43.202Z,6000000,EGP,10.0,,,buy,"North Coast,Sidi Abdel Rahman",30.959327,28.757131,https://www.propertyfinder.eg/en/new-projects/remco-for-real-estate/stella-location-north-coast,https://new-projects-media.propertyfinder.com/project/2f625de6-512b-4f5a-84eb-627edae229c5/gallery/image/8SQPrrschS9jkvm_ery1Q0APjGY3VgQOQrFjeutDz8g=/medium.webp
propertyfinder,33ed8924-a58b-432d-9c8a-c40890c7c049,White,White,"Giza,Sheikh Zayed City",Pledge Development,apartment,"1, 2, 3",,,,2028-10-31T17:14:18.186Z,1976000,EGP,10.0,,,buy,"Giza,Sheikh Zayed City",30.04056643,30.99054337,https://www.propertyfinder.eg/en/new-projects/pledge-development/white,https://new-projects-media.propertyfinder.com/project/33ed8924-a58b-432d-9c8a-c40890c7c049/gallery/image/4HnH9I6kmFSXwxHmIYDDRz5um1E9T-Ax5VfT8KoX398=/medium.webp
propertyfinder,ea28b8c9-d706-4149-ae94-84be131fb076,Sky Capital View,Sky Capital View,"Cairo,New Capital City,R8",Better House,"apartment, penthouse, duplex","3, 4, 5",,,,2028-04-29T22:28:51.892Z,3320100,EGP,5.0,,,buy,"Cairo,New Capital City,R8",29.975614,31.782954,https://www.propertyfinder.eg/en/new-projects/better-house/sky-capital-view,https://new-projects-media.propertyfinder.com/project/ea28b8c9-d706-4149-ae94-84be131fb076/gallery/image/fiRoGBNvXA4L6DiHTQfMd_lJ0XUOdVu3o5wxyQDfL8o=/medium.webp
propertyfinder,e02a0f74-33b6-47c4-8540-593f3e3f6a38,Jadinah,Jadinah,"Cairo,New Heliopolis",Misr Al Gadida for Housing and Developments,"apartment, penthouse","2, 3",,,,2029-10-31T11:03:13.146Z,4551000,EGP,5.0,,,buy,"Cairo,New Heliopolis",30.13497418,31.67285442,https://www.propertyfinder.eg/en/new-projects/misr-al-gadida-for-housing-and-developments/jadinah,https://new-projects-media.propertyfinder.com/project/e02a0f74-33b6-47c4-8540-593f3e3f6a38/gallery/image/UWywlS_XJJedQLyk8bhzGADQkFS4recpV_Sz5UOIVgc=/medium.webp
propertyfinder,ec602207-5cde-4baf-adc0-e9b820e8831c,97 Hills,97 Hills,"Cairo,New Cairo City",Palm Hills,"townhouse, villa, apartment","3, 4, 5",,,,2030-01-31T19:15:00Z,25809000,EGP,0.0,,,buy,"Cairo,New Cairo City",30.04074712,31.47093773,https://www.propertyfinder.eg/en/new-projects/palm-hills/97-hills,https://new-projects-media.propertyfinder.com/project/ec602207-5cde-4baf-adc0-e9b820e8831c/gallery/image/jVqqB3BeleHCTT9rxWN34irp58NAO3N-hENyYQrWCwc=/medium.webp
propertyfinder,f4709082-44fe-4d1d-9525-0cad3336e366,Mee,Mee,"Cairo,New Cairo City,The 6th Settlement",Wajha Developments,apartment,"1, 2",,,,2029-12-31T12:32:13.62Z,4551375,EGP,10.0,,,buy,"Cairo,New Cairo City,The 6th Settlement",29.966757,31.569404,https://www.propertyfinder.eg/en/new-projects/wajha-developments/mee,https://new-projects-media.propertyfinder.com/project/f4709082-44fe-4d1d-9525-0cad3336e366/gallery/image/rP6wP1-Pe51FFSplh5FC4kdGjR2jILLSNLy0g2eXO9g=/medium.webp
propertyfinder,63fc53bf-59ca-4286-aa8b-990bd4e9ae71,Storia Del Mare,Storia Del Mare,"Red Sea,Hurghada,Hurghada Resorts,Storia Del Mare",Castello,apartment,"0, 1, 2, 3",,,,2025-12-31T14:21:44.816Z,0,EGP,10.0,,,buy,"Red Sea,Hurghada,Hurghada Resorts,Storia Del Mare",27.259176,33.827583,https://www.propertyfinder.eg/en/new-projects/castello/storia-del-mare,https://new-projects-media.propertyfinder.com/project/63fc53bf-59ca-4286-aa8b-990bd4e9ae71/gallery/image/nRJBXc_cTJC5aYFC6p4FJlUvhDN_p2qoupWncbXT7S8=/medium.webp
propertyfinder,9d1b6b86-be6a-4018-a7b3-b9e0b30fa998,Ten Islands,Ten Islands,"North Coast,Ras Al Hekma",Al Ahly Sabbour Developments,,,,,,2029-12-30T23:00:00Z,9900000,EGP,5.0,,,buy,"North Coast,Ras Al Hekma",31.108765,27.778524,https://www.propertyfinder.eg/en/new-projects/al-ahly-sabbour-developments/ten-islands,https://new-projects-media.propertyfinder.com/project/9d1b6b86-be6a-4018-a7b3-b9e0b30fa998/gallery/image/b8dxIL1yqFKmJnv8A3ZW1VaJ4Ohfv34rsjBFIYntTwI=/medium.webp
propertyfinder,2b6a4366-bf3f-46a2-b3b4-5ceaf7fdd87e,Lagoons New Capital,Lagoons New Capital,"Cairo,New Capital City",Modon Developments,"duplex, townhouse, apartment","3, 4, 5",,,,2029-03-31T21:45:00Z,2730000,EGP,5.0,,,buy,"Cairo,New Capital City",30.001226,31.709683,https://www.propertyfinder.eg/en/new-projects/modon-developments/lagoons-new-capital,https://new-projects-media.propertyfinder.com/project/2b6a4366-bf3f-46a2-b3b4-5ceaf7fdd87e/gallery/image/voEpUtH8r_I7cYBxDvy-3iS13HB80QcTIkF-JhlZAmQ=/medium.webp
propertyfinder,b3737009-b54e-4d4f-85d1-3218cae0b683,Holiday park resort,Holiday park resort,"Red Sea,Hurghada",Al Karma Developments - Hurghada,,,,,,2026-06-30T12:22:06.332Z,2200000,EGP,30.0,,,buy,"Red Sea,Hurghada",27.25744233,33.81231308,https://www.propertyfinder.eg/en/new-projects/al-karma-developments-hurghada/holiday-park-resort,https://new-projects-media.propertyfinder.com/project/b3737009-b54e-4d4f-85d1-3218cae0b683/gallery/image/Uo2SIAin4KxmxQLitMHWiyk8f1D-stQjQw3iLK6qFyg=/medium.webp
propertyfinder,d6d5486d-9ff8-4197-bdb7-4206fad8b87b,Isola Villa,Isola Villa,"Giza,Sheikh Zayed City,New Zayed City",Al- Masria Development,townhouse,4,,,,2028-09-30T11:30:00Z,5682000,EGP,10.0,,,buy,"Giza,Sheikh Zayed City,New Zayed City",30.112012,30.74764,https://www.propertyfinder.eg/en/new-projects/al-masria-development/isola-villa,https://new-projects-media.propertyfinder.com/project/d6d5486d-9ff8-4197-bdb7-4206fad8b87b/gallery/image/NKIx5xRrt4Vh55OHFnFFdorZF2_zoDC6GG1bwcTzWdQ=/medium.webp
propertyfinder,33cccdc6-c2bf-48b2-a385-d636a3357c68,Valda Village,Valda Village,"Cairo,Mostakbal City - Future City",Valda Developments,apartment,"1, 2, 3, 4",,,,2029-12-31T11:45:44.989Z,2501777,EGP,10.0,,,buy,"Cairo,Mostakbal City - Future City",30.1652504,31.5512722,https://www.propertyfinder.eg/en/new-projects/valda-developments/valda-village,https://new-projects-media.propertyfinder.com/project/33cccdc6-c2bf-48b2-a385-d636a3357c68/gallery/image/q7Hkdyn-bXfS1pCaSJumLHLK-oMxgRveByKkaJIBxPQ=/medium.webp
propertyfinder,2c36e6af-e6cc-4010-93c4-8ed27025cb54,Atlantis,Atlantis,"Red Sea,Hurghada,Hurghada Resorts,Atalantis",Castello,,,,,,2027-12-31T11:21:23.722Z,0,EGP,15.0,,,buy,"Red Sea,Hurghada,Hurghada Resorts,Atalantis",27.19751252869,33.83878776443,https://www.propertyfinder.eg/en/new-projects/castello/atlantis,https://new-projects-media.propertyfinder.com/project/2c36e6af-e6cc-4010-93c4-8ed27025cb54/gallery/image/yLnOIvzu-c4ikpd3FUdv_n0vLEgoM5cv0P9cGroDQdc=/medium.webp
propertyfinder,f7131a71-54c0-4195-89dc-64715cd2c65a,Jazura,Jazura,"Cairo,New Cairo City",Samco Holding,apartment,"0, 1, 2, 3",,,,2029-03-31T21:45:00Z,2667789,EGP,0.0,,,buy,"Cairo,New Cairo City",30.04074712,31.47093773,https://www.propertyfinder.eg/en/new-projects/samco-holding/jazura,https://new-projects-media.propertyfinder.com/project/f7131a71-54c0-4195-89dc-64715cd2c65a/gallery/image/RQ5u8HnGS4KqHi1ofi1bC-MxyXpK9rlXtlW4rBUrk2I=/medium.webp
propertyfinder,fbcf9f50-62a9-4b3d-9657-b91ab1e8bfb8,Zayed Greens Phase 2,Zayed Greens Phase 2,"Giza,Sheikh Zayed City,New Zayed City,Zayed Greens Compound,Zayed Greens 2",ZG Developments,villa,3,,,,2026-05-31T14:02:16.922Z,15204000,EGP,25.0,,,buy,"Giza,Sheikh Zayed City,New Zayed City,Zayed Greens Compound,Zayed Greens 2",30.05508799228,30.91582368048,https://www.propertyfinder.eg/en/new-projects/zg-developments/zayed-greens-phase-2,https://new-projects-media.propertyfinder.com/project/fbcf9f50-62a9-4b3d-9657-b91ab1e8bfb8/gallery/image/rKmZ2RZZh_DIw5PnGVuKvtANeZbZBcO72G3tpDqbcoA=/medium.webp
propertyfinder,f3058744-0278-4b43-bce5-45e25e8baddc,Mirasol,Mirasol,"Cairo,Mostakbal City - Future City,Mostakbal City Compounds,La Mirada El Mostakbal",La Mirada,"duplex, townhouse","3, 4",,,,2028-12-31T09:35:21.173Z,20000000,EGP,,,,buy,"Cairo,Mostakbal City - Future City,Mostakbal City Compounds,La Mirada El Mostakbal",30.0707336,31.503082,https://www.propertyfinder.eg/en/new-projects/la-mirada/mirasol,https://new-projects-media.propertyfinder.com/project/f3058744-0278-4b43-bce5-45e25e8baddc/gallery/image/4d_fs8pMqH1E3KfLz77uixuLa55tKOFJJ3NhTrpyZLA=/medium.webp
propertyfinder,01bf6411-a7c8-4725-9a04-b1e9d7b0dd74,Acasa Alma,Acasa Alma,"Cairo,New Cairo City,The 6th Settlement",DAR Al Alamia Developments,"duplex, apartment, townhouse","2, 3, 4",,,,2029-12-31T19:45:00Z,5478750,EGP,5.0,,,buy,"Cairo,New Cairo City,The 6th Settlement",29.966757,31.569404,https://www.propertyfinder.eg/en/new-projects/dar-al-alamia-developments/acasa-alma,https://new-projects-media.propertyfinder.com/project/01bf6411-a7c8-4725-9a04-b1e9d7b0dd74/gallery/image/48gb2Wi9ixgpKfXQ0cohS6ezluct3S9VGgU5FVpZbOI=/medium.webp
